name,tweet text,tweet text (clean),label,token
Onino Pantsu,"@4_mrizal @pengarang_sajak lu mo ngomong soal papua? bedain antara teroris dan separatis. semua ada org dibelakang. contoh: dulu kasus timor timur. begaya2an mo merdeka krn dipikir dibacking. trus bbrp thn kemudian, dtng k indo -jaman p sby- minta bantuan bae2in. baca dan pk nalar.", mrizal pengarang sajak lu mau mengomong soal papua membedakan antara teroris dan separatis semua ada orang dibelakang contoh dulu kasus timor timur begaya an mau merdeka karena dipikir dibacking terus beberapa tahun kemudian dtng ke indonesia jaman p surabaya meminta bantuan bae in baca dan pakai nalar,0,"['mrizal', 'pengarang', 'sajak', 'lu', 'mau', 'mengomong', 'soal', 'papua', 'membedakan', 'antara', 'teroris', 'dan', 'separatis', 'semua', 'ada', 'orang', 'dibelakang', 'contoh', 'dulu', 'kasus', 'timor', 'timur', 'begaya', 'an', 'mau', 'merdeka', 'karena', 'dipikir', 'dibacking', 'terus', 'beberapa', 'tahun', 'kemudian', 'dtng', 'ke', 'indonesia', 'jaman', 'p', 'surabaya', 'meminta', 'bantuan', 'bae', 'in', 'baca', 'dan', 'pakai', 'nalar']"
🇮🇩 MARQUEZ 🇮🇩,@ferryap_77 M kace 10 th hanya menista agama lha ini Teroris gembong lagi,ferryap sama kace tahu hanya menista agama lah ini teroris gembong lagi,0,"['ferryap', 'sama', 'kace', 'tahu', 'hanya', 'menista', 'agama', 'lah', 'ini', 'teroris', 'gembong', 'lagi']"
cakbas,"@Athar69046912 @TChannel83 @KejaksaanRI nah; ini tuntutan jaksa untuk 1 kasus atau ketiga kasus jadi satu berkas persidangan? setahu saya ada 3 kasusnya munarman:
Pembaiatan teroris di Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta serta pembaiatan teroris di wilayah Makassar dan Medan.",athar tchannel kejaksaanri nah ini tuntutan jaksa untuk kasus atau ketiga kasus jadi satu berkas persidangan setahu saya ada kasusnya munarman pembaiatan teroris di universitas islam negeri uin syarif hidayatullah jakarta serta pembaiatan teroris di wilayah makassar dan medan,2,"['athar', 'tchannel', 'kejaksaanri', 'nah', 'ini', 'tuntutan', 'jaksa', 'untuk', 'kasus', 'atau', 'ketiga', 'kasus', 'jadi', 'satu', 'berkas', 'persidangan', 'setahu', 'saya', 'ada', 'kasusnya', 'munarman', 'pembaiatan', 'teroris', 'di', 'universitas', 'islam', 'negeri', 'uin', 'syarif', 'hidayatullah', 'jakarta', 'serta', 'pembaiatan', 'teroris', 'di', 'wilayah', 'makassar', 'dan', 'medan']"
aswin123,"@RD_4WR1212 Memang paling enak jadi teroris di indonesia, di sanjung2 dan banyak yang bela dengan mengatasnamakan HAM (kadrun). Setelah di tangkap, ujung2nya cuma di penjara aja. Padahal kejahatan/tujuan utama nya adalah membunuh nyawa manusia..😁😋",rd wr memang paling enak jadi teroris di indonesia di sanjung dan banyak yang bela dengan mengatasnamakan ham kadrun setelah di tangkap ujung nya cuma di penjara saja padahal kejahatan tujuan utama nya adalah membunuh nyawa manusia wajah gembira dengan mata bahagia wajah menikmati,0,"['rd', 'wr', 'memang', 'paling', 'enak', 'jadi', 'teroris', 'di', 'indonesia', 'di', 'sanjung', 'dan', 'banyak', 'yang', 'bela', 'dengan', 'mengatasnamakan', 'ham', 'kadrun', 'setelah', 'di', 'tangkap', 'ujung', 'nya', 'cuma', 'di', 'penjara', 'saja', 'padahal', 'kejahatan', 'tujuan', 'utama', 'nya', 'adalah', 'membunuh', 'nyawa', 'manusia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'menikmati']"
Kakek 🔥 Bahenol,@RD_4WR1212 cuma 8 tahun?  guyon apa ini.  Di arab udah dipancung teroris teroris gini,rd wr cuma tahun guyon apa ini di arab sudah dipancung teroris teroris begini,0,"['rd', 'wr', 'cuma', 'tahun', 'guyon', 'apa', 'ini', 'di', 'arab', 'sudah', 'dipancung', 'teroris', 'teroris', 'begini']"
Krjw,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/z1z0w2m74e",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi hilal ahmar society tersebut https t cowok z z w m e,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'petinggi', 'hilal', 'ahmar', 'society', 'tersebut', 'https', 't', 'cowok', 'z', 'z', 'w', 'm', 'e']"
Radix WP,"@MuhammadMumu113 susah berharap gitu dari MUI

teroris aja dibela terus.. https://t.co/y4nMmFRLgQ",muhammadmumu susah berharap begitu dari mui teroris saja dibela terus https t cowok y nmmfrlgq,0,"['muhammadmumu', 'susah', 'berharap', 'begitu', 'dari', 'mui', 'teroris', 'saja', 'dibela', 'terus', 'https', 't', 'cowok', 'y', 'nmmfrlgq']"
rendi muhamad,kelompok separatis teroris papua kejam brutal https://t.co/TCzOZECAeB,kelompok separatis teroris papua kejam brutal https t cowok tczozecaeb,2,"['kelompok', 'separatis', 'teroris', 'papua', 'kejam', 'brutal', 'https', 't', 'cowok', 'tczozecaeb']"
hambasaja,"@Alexander_6890 @blue_facez Kalo mencari teroris mudah, bahkan orang sakit stroke dibantai tanpa peradilan

https://t.co/NLrVp8KpOz",alexander blue facez kalo mencari teroris mudah bahkan orang sakit stroke dibantai tanpa peradilan https t cowok nlrvp kpoz,0,"['alexander', 'blue', 'facez', 'kalo', 'mencari', 'teroris', 'mudah', 'bahkan', 'orang', 'sakit', 'stroke', 'dibantai', 'tanpa', 'peradilan', 'https', 't', 'cowok', 'nlrvp', 'kpoz']"
Khoerun886@gmail.com,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/RIc4SCQDn0",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi hilal ahmar society tersebut https t cowok ric scqdn ,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'petinggi', 'hilal', 'ahmar', 'society', 'tersebut', 'https', 't', 'cowok', 'ric', 'scqdn']"
🇮🇩 MARQUEZ 🇮🇩,@garis_ralucu @bambangASuryo Kan sdh banyak contoh nya ini Kace di hukum 10 th penistaan Agama lha ini gembong Teroris 8 th,garis ralucu bambangasuryo kan sudah banyak contoh nya ini kace di hukum tahu penistaan agama lah ini gembong teroris tahu,0,"['garis', 'ralucu', 'bambangasuryo', 'kan', 'sudah', 'banyak', 'contoh', 'nya', 'ini', 'kace', 'di', 'hukum', 'tahu', 'penistaan', 'agama', 'lah', 'ini', 'gembong', 'teroris', 'tahu']"
“GP” Capres RI1,@fadlizon mana suaranya teroris di babad habis di klan pasir kau masih membela teroris di klan hujan.wakil rakyat “””””” https://t.co/BsgJf9RWpm,fadlizon mana suaranya teroris di babad habis di klan pasir kau masih membela teroris di klan hujan wakil rakyat https t cowok bsgjf rwpm,0,"['fadlizon', 'mana', 'suaranya', 'teroris', 'di', 'babad', 'habis', 'di', 'klan', 'pasir', 'kau', 'masih', 'membela', 'teroris', 'di', 'klan', 'hujan', 'wakil', 'rakyat', 'https', 't', 'cowok', 'bsgjf', 'rwpm']"
Polsek Banyumanik,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/xZLXvPGYEU",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi hilal ahmar society tersebut https t cowok xzlxvpgyeu,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'petinggi', 'hilal', 'ahmar', 'society', 'tersebut', 'https', 't', 'cowok', 'xzlxvpgyeu']"
Ｆｅｒｒｙ Ｐｉｌｉ,"@RD_4WR1212 8 tahun utk aktor teroris??? Yg benar sj, harusnya hukuman mati manusia spt ini.!!!",rd wr tahun untuk aktor teroris yang benar saja harusnya hukuman mati manusia seperti ini,0,"['rd', 'wr', 'tahun', 'untuk', 'aktor', 'teroris', 'yang', 'benar', 'saja', 'harusnya', 'hukuman', 'mati', 'manusia', 'seperti', 'ini']"
Bau Mattawang,"Harus ditangkap ini orang, ngomongannya menghasut dengan logika setannya;Agar terjadi keonaran dimasyarakat karena ditanamkan kebencian&amp;fitnah yg dia tujukan terhadap densus 88&amp;Pak Jokowi;orang ini pelanjut Munarman &amp; Rizik,pembela&amp;pendukung teroris. https://t.co/CLt5HhzjoK",harus ditangkap ini orang ngomongannya menghasut dengan logika setannya agar terjadi keonaran dimasyarakat karena ditanamkan kebencianfitnah yang dia tujukan terhadap densus pak jokowi orang ini pelanjut munarman rizik pembelapendukung teroris https t cowok clt hhzjok,0,"['harus', 'ditangkap', 'ini', 'orang', 'ngomongannya', 'menghasut', 'dengan', 'logika', 'setannya', 'agar', 'terjadi', 'keonaran', 'dimasyarakat', 'karena', 'ditanamkan', 'kebencianfitnah', 'yang', 'dia', 'tujukan', 'terhadap', 'densus', 'pak', 'jokowi', 'orang', 'ini', 'pelanjut', 'munarman', 'rizik', 'pembelapendukung', 'teroris', 'https', 't', 'cowok', 'clt', 'hhzjok']"
Dizzy Darling,@maspiyuaja Nah......berarti matinya teroris tidak di jemput bidadari. Mereka mati tertembus peluru Prajurit NKRI. https://t.co/PEri5RgwGr,maspiyuaja nah berarti matinya teroris tidak di jemput bidadari mereka mati tertembus peluru prajurit nkri https t cowok peri rgwgr,0,"['maspiyuaja', 'nah', 'berarti', 'matinya', 'teroris', 'tidak', 'di', 'jemput', 'bidadari', 'mereka', 'mati', 'tertembus', 'peluru', 'prajurit', 'nkri', 'https', 't', 'cowok', 'peri', 'rgwgr']"
Luken,"Maunya pake ritual PKS gitu, 
Dasar partai Teroris https://t.co/HbYu7JIQrV",maunya pakai ritual pks begitu dasar partai teroris https t cowok hbyu jiqrv,0,"['maunya', 'pakai', 'ritual', 'pks', 'begitu', 'dasar', 'partai', 'teroris', 'https', 't', 'cowok', 'hbyu', 'jiqrv']"
Welky,"@Dennysiregar7 Saya heran ya,,kenapa ada orang bela2 teroris ya??",dennysiregar saya heran ya kenapa ada orang bela teroris ya,0,"['dennysiregar', 'saya', 'heran', 'ya', 'kenapa', 'ada', 'orang', 'bela', 'teroris', 'ya']"
o n e s i n e r g i,@RD_4WR1212 kok 8 taun....si munarmanirman itu bukan nya tokoh teroris ya....kok murah banget yah...berenti di angka 8,rd wr kok tahun sih munarmanirman itu bukan nya tokoh teroris ya kok murah banget ya berenti di angka ,0,"['rd', 'wr', 'kok', 'tahun', 'sih', 'munarmanirman', 'itu', 'bukan', 'nya', 'tokoh', 'teroris', 'ya', 'kok', 'murah', 'banget', 'ya', 'berenti', 'di', 'angka']"
Polsek MAGUT,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut.Senin 14/3/2022. https://t.co/cXdlaUktzc",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi hilal ahmar society tersebut senin https t cowok cxdlauktzc,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'petinggi', 'hilal', 'ahmar', 'society', 'tersebut', 'senin', 'https', 't', 'cowok', 'cxdlauktzc']"
Ariz Rizki,"@alextham878 Ya, semoga para pendukung teroris di medsos segera bertemu 72 Bidadari, gak pake lama. Masuk surga lah mereka semua, tp secepatnya. Amin",alextham ya semoga para pendukung teroris di medsos segera bertemu bidadari enggak pakai lama masuk surga lah mereka semua tapi secepatnya amin,0,"['alextham', 'ya', 'semoga', 'para', 'pendukung', 'teroris', 'di', 'medsos', 'segera', 'bertemu', 'bidadari', 'enggak', 'pakai', 'lama', 'masuk', 'surga', 'lah', 'mereka', 'semua', 'tapi', 'secepatnya', 'amin']"
Cakra,Densus 88 tangkap teliti dalam mengambil keputusan maka dari itu tindakan tegas tersebut sangat tepat dilakukan karena terduga teroris melakukan perlawanan 🔥#WaspadaJaringanJI Cegah Paham Radikal https://t.co/K2PUuC4THM,densus tangkap teliti dalam mengambil keputusan maka dari itu tindakan tegas tersebut sangat tepat dilakukan karena terduga teroris melakukan perlawa api waspadajaringanji cegah paham radikal https t cowok k puuc thm,0,"['densus', 'tangkap', 'teliti', 'dalam', 'mengambil', 'keputusan', 'maka', 'dari', 'itu', 'tindakan', 'tegas', 'tersebut', 'sangat', 'tepat', 'dilakukan', 'karena', 'terduga', 'teroris', 'melakukan', 'perlawa', 'api', 'waspadajaringanji', 'cegah', 'paham', 'radikal', 'https', 't', 'cowok', 'k', 'puuc', 'thm']"
Polsek_Kesugihan4,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/WOJyawBBge",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi hilal ahmar society tersebut https t cowok wojyawbbge,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'petinggi', 'hilal', 'ahmar', 'society', 'tersebut', 'https', 't', 'cowok', 'wojyawbbge']"
Siska,"Tindakan yang dilakukan  densus 88 terhadap tersangka teroris dr Sunardi sudah sesuai prosedur yang berlaku

#HukumBerkeadilan
#ProJustisia
#TegakkanHukum https://t.co/QFargSnzLl",tindakan yang dilakukan densus terhadap tersangka teroris dari sunardi sudah sesuai prosedur yang berlaku hukumberkeadilan projustisia tegakkanhukum https t cowok qfargsnzl,0,"['tindakan', 'yang', 'dilakukan', 'densus', 'terhadap', 'tersangka', 'teroris', 'dari', 'sunardi', 'sudah', 'sesuai', 'prosedur', 'yang', 'berlaku', 'hukumberkeadilan', 'projustisia', 'tegakkanhukum', 'https', 't', 'cowok', 'qfargsnzl']"
widarto,"Pasukan Nigeria baru saja mengirim teroris Boko Haram ke Syuga utk bertemu dgn 72 bidadari yg mereka impikan
Saya harap Pemerintah bisa tegas sprt pemerintah Negeria
@fadlizon @SanesSPiningit @MbahHerbal @maspiyuaja

https://t.co/BSQ7AmJbpd https://t.co/TBeh6qlj8y",pasukan nigeria baru saja mengirim teroris boko haram ke syuga untuk bertemu dengan bidadari yang mereka impikan saya harap pemerintah bisa tegas seperti pemerintah negeria fadlizon sanesspiningit mbahherbal maspiyuaja https t cowok bsq amjbpd https t cowok tbeh qlj y,0,"['pasukan', 'nigeria', 'baru', 'saja', 'mengirim', 'teroris', 'boko', 'haram', 'ke', 'syuga', 'untuk', 'bertemu', 'dengan', 'bidadari', 'yang', 'mereka', 'impikan', 'saya', 'harap', 'pemerintah', 'bisa', 'tegas', 'seperti', 'pemerintah', 'negeria', 'fadlizon', 'sanesspiningit', 'mbahherbal', 'maspiyuaja', 'https', 't', 'cowok', 'bsq', 'amjbpd', 'https', 't', 'cowok', 'tbeh', 'qlj', 'y']"
EXELCISE DEO SIMBOLON,"Giliran teroris menembak manusia tdk bersalah, ham tdk pernah bersuara. Giliran teroris si tembak densus 88, ham sibuk minta bukti. Ehhhhh... https://t.co/5NgG5VnwQU",giliran teroris menembak manusia tidak bersalah ham tidak pernah bersuara giliran teroris sih tembak densus ham sibuk meminta bukti eh https t cowok ngg vnwqu,0,"['giliran', 'teroris', 'menembak', 'manusia', 'tidak', 'bersalah', 'ham', 'tidak', 'pernah', 'bersuara', 'giliran', 'teroris', 'sih', 'tembak', 'densus', 'ham', 'sibuk', 'meminta', 'bukti', 'eh', 'https', 't', 'cowok', 'ngg', 'vnwqu']"
Siska,"Tindakan yang dilakukan  densus 88 terhadap tersangka teroris dr Sunardi sudah sesuai prosedur yang berlaku

#HukumBerkeadilan
#ProJustisia
#TegakkanHukum https://t.co/XEOoh6xW3L",tindakan yang dilakukan densus terhadap tersangka teroris dari sunardi sudah sesuai prosedur yang berlaku hukumberkeadilan projustisia tegakkanhukum https t cowok xeooh xw l,0,"['tindakan', 'yang', 'dilakukan', 'densus', 'terhadap', 'tersangka', 'teroris', 'dari', 'sunardi', 'sudah', 'sesuai', 'prosedur', 'yang', 'berlaku', 'hukumberkeadilan', 'projustisia', 'tegakkanhukum', 'https', 't', 'cowok', 'xeooh', 'xw', 'l']"
Ida Basukih,"Kenapa dia gak jadi dokter saja, tidak ikut teroris?. Kan gak ditembak densus 88..... atau kenapa dia gak bayar iuran RT nya...🤣🤣🤣 https://t.co/A7FmNW1nTQ",kenapa dia enggak jadi dokter saja tidak ikut teroris kan enggak ditembak densus atau kenapa dia enggak bayar iuran rt nya tertawa terbahak bahak tertawa terbahak bahak tertawa terbahak bahak https t cowok a fmnw ntq,0,"['kenapa', 'dia', 'enggak', 'jadi', 'dokter', 'saja', 'tidak', 'ikut', 'teroris', 'kan', 'enggak', 'ditembak', 'densus', 'atau', 'kenapa', 'dia', 'enggak', 'bayar', 'iuran', 'rt', 'nya', 'tertawa', 'terbahak', 'bahak', 'tertawa', 'terbahak', 'bahak', 'tertawa', 'terbahak', 'bahak', 'https', 't', 'cowok', 'a', 'fmnw', 'ntq']"
M Kotjosoengkono 🇮🇩,"@MrsRachelIn Sebaiknya Komnas HAM membawa data pembanding ttg jaringan teroris, enak saja digaji negara hanya mengandalkan info gratis sambil komentar tanpa data yg terverifikasi",mrsrachelin sebaiknya komnas ham membawa data pembanding tentang jaringan teroris enak saja digaji negara hanya mengandalkan info gratis sambil komentar tanpa data yang terverifikasi,1,"['mrsrachelin', 'sebaiknya', 'komnas', 'ham', 'membawa', 'data', 'pembanding', 'tentang', 'jaringan', 'teroris', 'enak', 'saja', 'digaji', 'negara', 'hanya', 'mengandalkan', 'info', 'gratis', 'sambil', 'komentar', 'tanpa', 'data', 'yang', 'terverifikasi']"
taslim andra,"Polisi menyebutnya terduga teroris. Sementara
Cebiwahyudi menyebutnya teroris. 
Si Cebi telah melakukan pengadilan dalam pikirannya.",polisi menyebutnya terduga teroris sementara cebiwahyudi menyebutnya teroris sih cebi telah melakukan pengadilan dalam pikirannya,0,"['polisi', 'menyebutnya', 'terduga', 'teroris', 'sementara', 'cebiwahyudi', 'menyebutnya', 'teroris', 'sih', 'cebi', 'telah', 'melakukan', 'pengadilan', 'dalam', 'pikirannya']"
🦖,"@not_ur_fav_boy @fahlepy20 Ngomongnya Islam Nusantara itu baik, kalem, dsbnya. Lah emang Islam di Arab itu teroris? Di UAE itu teroris? Di Oman, Bahrain, Kuwait yg makmur itu jahat? Udah gk usah aneh² bahas gituan. Kita fokus gmn caranya kita bisa ikut jejak negara maju bikin roket, vaksin, obat, dsbnya",not ur fav boy fahlepy mengomongnya islam nusantara itu baik kalem dsbnya lah memang islam di arab itu teroris di uae itu teroris di oman bahrain kuwait yang makmur itu jahat sudah enggak usah aneh² bahas begituan kita fokus bagaimana caranya kita bisa ikut jejak negara maju bikin roket vaksin obat dsbnya,0,"['not', 'ur', 'fav', 'boy', 'fahlepy', 'mengomongnya', 'islam', 'nusantara', 'itu', 'baik', 'kalem', 'dsbnya', 'lah', 'memang', 'islam', 'di', 'arab', 'itu', 'teroris', 'di', 'uae', 'itu', 'teroris', 'di', 'oman', 'bahrain', 'kuwait', 'yang', 'makmur', 'itu', 'jahat', 'sudah', 'enggak', 'usah', 'aneh', '²', 'bahas', 'begituan', 'kita', 'fokus', 'bagaimana', 'caranya', 'kita', 'bisa', 'ikut', 'jejak', 'negara', 'maju', 'bikin', 'roket', 'vaksin', 'obat', 'dsbnya']"
Sulistyani DS,"@alextham878 Yg nyuruh sendiri ogah mati duluan krn bidadari dunia lebih menarik, teroris yg mau dikadali yang sesat pikir saja .. berbakti pada ortu dan keluarga itu juga perjuangan. ...ngapain aneh2 apalagi bunuh diri ...ora waras.",alextham yang nyuruh sendiri ogah mati duluan karena bidadari dunia lebih menarik teroris yang mau dikadali yang sesat pikir saja berbakti pada orang tua dan keluarga itu juga perjuangan mengapai aneh aneh apalagi bunuh diri ora waras,0,"['alextham', 'yang', 'nyuruh', 'sendiri', 'ogah', 'mati', 'duluan', 'karena', 'bidadari', 'dunia', 'lebih', 'menarik', 'teroris', 'yang', 'mau', 'dikadali', 'yang', 'sesat', 'pikir', 'saja', 'berbakti', 'pada', 'orang', 'tua', 'dan', 'keluarga', 'itu', 'juga', 'perjuangan', 'mengapai', 'aneh', 'aneh', 'apalagi', 'bunuh', 'diri', 'ora', 'waras']"
tristanto,"Betapa miris nya hukum di NKRI ini , TERORIS hanya di tuntut 8 tahun sedangkan MKACE yg dituduh PENISTA AGAMA  dituntut 10 tahun, apakah HUKUM di NKRI ini sudah separah itu ?",betapa miris nya hukum di nkri ini teroris hanya di tuntut tahun sedangkan mkace yang dituduh penista agama dituntut tahun apakah hukum di nkri ini sudah separah itu,0,"['betapa', 'miris', 'nya', 'hukum', 'di', 'nkri', 'ini', 'teroris', 'hanya', 'di', 'tuntut', 'tahun', 'sedangkan', 'mkace', 'yang', 'dituduh', 'penista', 'agama', 'dituntut', 'tahun', 'apakah', 'hukum', 'di', 'nkri', 'ini', 'sudah', 'separah', 'itu']"
Baba_nya Si_Jin_Pink,"@msaid_didu Badan atau satuan yg merupakan tempat paling basah utk mencari cuan, pangkat dan jabatan sekaligus. Terlebih jg paling aman, jarang terdengar mjd korban dr aksi teroris (yg konon sangat kejam dan berbahaya) yg mjd musuh utamanya. Apalagi jatuh korban di kalangan para petingginya.",msaid didu badan atau satuan yang merupakan tempat paling basah untuk mencari cuan pangkat dan jabatan sekaligus terlebih juga paling aman jarang terdengar mjd korban dari aksi teroris yang konon sangat kejam dan berbahaya yang mjd musuh utamanya apalagi jatuh korban di kalangan para petingginya,0,"['msaid', 'didu', 'badan', 'atau', 'satuan', 'yang', 'merupakan', 'tempat', 'paling', 'basah', 'untuk', 'mencari', 'cuan', 'pangkat', 'dan', 'jabatan', 'sekaligus', 'terlebih', 'juga', 'paling', 'aman', 'jarang', 'terdengar', 'mjd', 'korban', 'dari', 'aksi', 'teroris', 'yang', 'konon', 'sangat', 'kejam', 'dan', 'berbahaya', 'yang', 'mjd', 'musuh', 'utamanya', 'apalagi', 'jatuh', 'korban', 'di', 'kalangan', 'para', 'petingginya']"
Jaipomde,@BossTemlen Alhamdulilah. Kaum teroris langsung kompak 🤣,bosstemlen alhamdulilah kaum teroris langsung kompak tertawa terbahak bahak,0,"['bosstemlen', 'alhamdulilah', 'kaum', 'teroris', 'langsung', 'kompak', 'tertawa', 'terbahak', 'bahak']"
Rostislav (Ростислав) 🇮🇩🇹🇷🇦🇿🇵🇰🇬🇪🇽🇰,"@Hilmi28 Nah kan, makanya, kok umat muslim mulu yg dituduh teroris?, noh tuh ada juga pendeta lu 🤭😂",hilmi nah kan makanya kok umat muslim mulu yang dituduh teroris noh tuh ada juga pendeta lu wajah dengan tangan menutup mulut wajah gembira berurai air mata,2,"['hilmi', 'nah', 'kan', 'makanya', 'kok', 'umat', 'muslim', 'mulu', 'yang', 'dituduh', 'teroris', 'noh', 'tuh', 'ada', 'juga', 'pendeta', 'lu', 'wajah', 'dengan', 'tangan', 'menutup', 'mulut', 'wajah', 'gembira', 'berurai', 'air', 'mata']"
Sabai86,"@lukmansip @Me_her11 Busa ga sih klo coment itu biasa aja?Gmn islam ga di cap teroris klo pengikutnya org² kek lu yg klo ngdpin mslh dkit2 gorok,dkit² bunuh,dkit² darah halal.
Ga bisa gtu ngdpin masalah dg santun,bijak tpi tegas??!Apa bisanya cuma ngebacot di sosmed jdi provokator??",lukmansip me her busa enggak sih kalo komentar itu biasa saja bagaimana islam enggak di cap teroris kalo pengikutnya org² kayak lu yang kalo ngdpin masalah dkit gorok dkit² bunuh dkit² darah halal enggak bisa begitu ngdpin masalah dengan santun bijak tapi tegas apa bisanya cuma ngebacot di sosmed jadi provokator,0,"['lukmansip', 'me', 'her', 'busa', 'enggak', 'sih', 'kalo', 'komentar', 'itu', 'biasa', 'saja', 'bagaimana', 'islam', 'enggak', 'di', 'cap', 'teroris', 'kalo', 'pengikutnya', 'org', '²', 'kayak', 'lu', 'yang', 'kalo', 'ngdpin', 'masalah', 'dkit', 'gorok', 'dkit', '²', 'bunuh', 'dkit', '²', 'darah', 'halal', 'enggak', 'bisa', 'begitu', 'ngdpin', 'masalah', 'dengan', 'santun', 'bijak', 'tapi', 'tegas', 'apa', 'bisanya', 'cuma', 'ngebacot', 'di', 'sosmed', 'jadi', 'provokator']"
alba,@anti_jel @Muhamma87797214 @03__nakula Kau teroris juga ya? https://t.co/MTGaXz793w,anti jel muhamma nakula kau teroris juga ya https t cowok mtgaxz w,0,"['anti', 'jel', 'muhamma', 'nakula', 'kau', 'teroris', 'juga', 'ya', 'https', 't', 'cowok', 'mtgaxz', 'w']"
